Date,Date,Open,High,Low,Close,RFR Close Predictions,Polynomial Close Predictions,Ada Close Predictions
2018-12-04,17869.0,288.130005,295.73999,274.720001,275.329987,279.8412557348214,286.0144002480516,276.2651096173457
2018-12-06,17871.0,268.329987,283.220001,267.140015,282.880005,280.71914297863657,278.78778648764114,280.71654501228755
2018-12-07,17872.0,282.480011,284.209991,263.380005,265.140015,269.9693799371409,272.4562587494282,265.92594872017634
2018-12-10,17875.0,264.190002,271.179993,260.609985,269.700012,266.60894576921305,266.7601741981956,267.08727592786806
2018-12-11,17876.0,274.079987,274.5,262.76001,265.320007,265.8888569387323,267.0450089820547,265.80787465984895
2018-12-12,17877.0,267.660004,281.769989,266.480011,274.880005,275.3591233169892,277.4683376995237,275.1863246651373
2018-12-13,17878.0,277.640015,279.320007,271.850006,276.019989,274.6737013398317,274.54652710562726,273.74519933313
2018-12-14,17879.0,271.809998,277.670013,265.0,266.839996,268.0361836025704,271.7185434165051,268.49886418021003
2018-12-17,17882.0,266.51001,272.980011,261.079987,262.799988,264.7686456138167,267.6686454962258,264.93250249405605
2018-12-18,17883.0,263.299988,275.75,263.290009,270.940002,269.75540203624024,272.33518182940827,269.13048412143866
2018-12-19,17884.0,269.959991,280.869995,263.769989,266.769989,269.6271364864607,274.4488693224515,268.1278839689855
2018-12-20,17885.0,264.640015,269.899994,251.880005,260.579987,261.95082398430594,260.95332160575856,260.91518333332596
2018-12-21,17886.0,263.829987,264.5,241.289993,246.389999,248.89325006185575,251.1689509029357,246.83686245442124
2018-12-24,17889.0,242.0,250.649994,233.679993,233.880005,236.63611920721348,243.55295375218742,235.34998107946302
2018-12-26,17891.0,233.919998,254.5,231.229996,253.669998,247.64721796143948,248.48171628835388,252.73766425786508
2018-12-27,17892.0,250.110001,255.589996,240.100006,255.570007,247.80379987219064,248.0878167815745,250.50785922074812
